YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 15.0 -2 4.0 -60 4.4 -60 4.4 -65 1.5 -96 18.0 -90 131.5 -64 144.8 -60 239.7 0 0.0 -100 0.0 -100 0.0 -100
2013 13.5 -12 16.0 58 0.0 -100 16.5 30 2.0 -94 129.0 -29 101.3 -73 88.5 -76 63.5 -74 93.5 31 2.0 -52 0.0 -100
2014 3.0 -80 7.6 -25 3.0 -72 0.0 -100 12.5 -65 50.0 -73 85.8 -77 231.5 -37 98.0 -59 73.0 2 0.0 -100 0.0 -100
2015 10.2 -33 0.0 -100 14.5 33 17.0 34 2.0 -94 55.0 -70 93.0 -75 86.4 -76 11.5 -95 8.5 -88 0.0 -100 0.0 -100
2016 1.5 -90 0.0 -100 3.0 -72 0.0 -100 96.7 168 57.5 -69 133.0 -64 27.1 -93 143.1 -41 2.0 -97 0.0 -100 0.0 -100
