YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 0.0 -100 175.0 1 239.0 -12 194.6 -27 98.0 -55 7.0 -92 0.0 -100
2013 -132.6 -23 57.3 -79 320.4 20 187.4 -14 244.5 183 0.0 -100 0.0 -100
2014 6.2 -70 40.4 234 19.6 51 0.0 -100 77.6 172 88.8 -49 444.2 64 405.3 51 82.9 -62 10.9 -87 0.0 -100 0.0 -100
2015 8.5 -60 0.7 -94 12.6 -3 36.0 260 3.1 -89 128.1 -26 307.8 14 215.9 -19 63.8 -71 0.7 -99 0.0 -100 0.0 -100
2016 10.3 -51 0.0 -100 4.1 -69 0.0 -100 33.7 18 81.3 -53 249.2 -8 305.2 14 311.1 43 26.9 -69 0.0 -100 0.0 -100
