YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEPT,OCT,NOV,DEC
2012,0.1,0.0,0.6,21.1,108.1,9.2,63.7,130.5,41.3,60.0,100.6,17.2
2013,0.0,4.0,2.6,28.9,110.1,93.1,76.2,72.6,249.3,95.5,63.3,1.4
2014,0.0,0.1,12.9,7.2,83.2,93.7,80.6,118.1,181.8,247.3,27.8,2.0
2015,7.7,0.0,21.8,131.4,124.4,80.4,71.7,102.0,190.7,109.4,231.2,4.0
2016,4.9,0.0,18.2,6.2,132.3,164.0,187.9,45.1,48.1,31.7,2.9,73.3
