YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 0.0 -100
2013 18.0 -75 3.0 -98 56.0 -76 169.0 -60 237.0 -42 230.0 -40 104.0 -70 89.0 -49 0.0 -100
2014 0.0 -100 21.0 -32 32.0 -56 76.0 -59 88.0 -63 80.0 -81
2015
2016
