YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 69.2 108 39.3 -51 120.7 14 300.9 39 460.2 42 1111.1 50 1628.0 64 479.6 -33 1549.4 173 611.6 196 0.0 -100 24.0 -24
2013 9.2 -72 23.4 -71 90.0 -15 132.7 -39 325.6 1 533.4 -28 1093.9 10 454.0 -36 442.8 -22 246.9 19 0.0 -100 4.5 -86
2014 18.7 -44 143.8 81 49.5 -53 65.5 -70 694.0 115 579.9 -21 483.7 -51 1565.9 120 533.0 -6 61.4 -70 23.6 -20 5.5 -83
2015 49.7 49 120.4 51 102.6 -3 338.1 56 388.8 20 1133.8 54 650.8 -34 1283.0 80 483.6 -15 11.7 -94 38.5 31 29.2 -8
2016 14.9 -55 61.9 -22 57.7 -46 499.0 130 323.6 0 556.6 -25 1207.1 22 162.2 -77 925.5 63 217.8 5 0.2 -99 11.7 -63
