YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 0.0 -100 24.0 -93 381.0 -9 96.0 -72 42.0 -85 21.0 -91 81.0 -15 0.0 -100 0.0 -100
2013 0.0 -100 12.0 -44 21.0 -61 16.0 -91 21.0 -93 219.0 -20 121.0 -45 84.0 -12 4.0 -77 0.0 -100
2014 1.0 -92 27.0 26 18.0 -66 61.0 -64 304.0 -5 349.0 -17 111.0 -68 170.0 -38 332.0 50 0.0 -100 0.0 -100 0.0 -100
2015 0.0 -100 0.0 -100
2016
