YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2014 0.0 -100 53.0 71 7.0 -90 34.0 -71 283.5 -15 454.0 18 247.0 -44 301.0 -27 638.0 65 180.0 -16 4.0 -94 0.0 -100
2015 15.8 136 0.0 -100 24.0 -66 177.0 52 105.0 -69 351.0 -9 362.0 -17 0 0 0 0 0
2016 11.0 64 22.0 -29 16.0 -77 45.0 -61 422.0 26 604.0 57 371.0 -15 347.0 -16 376.0 -3 260.0 21 40.0 -41 0.0 -100
