YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2014 0.0 -100 46.0 111 27.0 -69 6.0 -95 16.0 -95 518.0 13 539.0 5 749.0 55 99.0 -60 20.0 -70 0.0 -100
2015 673.0 46 802.0 95 64.0 -74 8.0 -7
2016 0.0 -100 40.0 83 268.0 -42 284.0 -45 354.0 -27 449.1 9 102.8 -58 34.5 -48 0.0 -100
