YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 43.3 191 14.0 -7 3.3 -55 3.0 -12 0.0 -100 4.0 -95 307.1 23 194.9 -32 214.6 25 0.0 -100 0.0 -100 0.0 -100
2013 14.0 -6 119.3 690 0.9 -88 0.0 -100 0.0 -100 291.1 251 191.7 -23 193.3 -33 28.0 -84 100.7 80 1.3 -41 0.8 -89
2014 67.2 351 22.8 51 17.0 130 0.0 -100 1.8 -83 27.3 -67 168.1 -33 86.4 -70 151.9 -12 67.5 20 0.0 -100 6.0 -18
2015 19.3 29 3.0 -80 77.8 951 16.3 378 12.0 14 36.3 -56 194.5 -22 79.4 -72 32.8 -81 1.3 -98 2.5 14 21.0 188
2016 9.5 -36 0.0 -100 3.0 -59 0.0 -100 17.3 64 109.1 32 218.7 -12 99.5 -65 41.5 -76 23.8 -58 0.0 -100 0.0 -100
