YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 15.0 -6 0.0 -100 6.5 -47 12.3 -42 38.2 -36 76.1 -51 404.0 36 206.4 -28 255.0 37 42.3 -37
2013 130.6 -17 157.7 -47 149.2 -48 136.8 -27 210.7 216 0.0 -100 0.0 -100
2014 14.9 -7 37.7 297 4.6 -63 0.0 -100 84.3 41 176.9 13 260.5 -12 363.3 27 86.8 -53 117.2 76 0.0 -100 0.0 -100
2015 9.7 -40 0.0 -100 38.7 214 53.8 153 40.3 -33 74.1 -53 178.3 -40 371.9 30 96.4 -48 0.0 -100 0.0 -100 0.0 -100
2016 0.0 -100 1.8 -81 1.0 -92 4.6 -78 141.3 136 149.5 -5 354.9 20 75.3 -74 378.1 103 45.5 -32 0.0 -100 0.0 -100
