YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 0.0 -100 233.0 -33 166.0 -44 258.0 6 375.0 122 116.0 -5 98.0 98 0.0 -100
2013 0.0 -100 2.0 -94 30.0 -47 47.0 -39 230.0 88 163.0 -53 59.0 -80 189.0 12 128.0 4 0.0 -100 0.0 -100
2014 0.0 -100 0.0 -100
2015
2016 0.0 -100 4.0 -95 2.0 -98
