YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2014 0.0 -100 0.0 -100 70.6 -54 707.4 110 312.7 5 168.0 -18 69.8 36
2015 267.9 74 130.5 -61 249.7 -16 20.4 -90 24.3 -53 0 0
2016 255.4 65 540.0 60 109.6 -63 115.8 -44 48.8 -5
