YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 19.9 36 4.4 -60 10.8 24 21.2 248 25.0 39 109.6 -15 236.0 -21 392.6 44 134.2 -26 66.9 25 34.3 357 0.0 -100
2013 0.0 -100 10.7 -2 0.9 -90 32.1 426 91.8 410 47.8 -63 80.3 -73 168.3 -38 127.1 -30 158.5 195 0.0 -100 0.0 -100
2014 38.6 164 20.1 84 7.8 -10 0.0 -100 84.4 369 56.4 -56 247.9 -17 313.5 15 132.0 -27 8.8 -84 0.0 -100 2.7 -53
2015 19.7 35 0.8 -92 8.2 -6 15.9 160 13.0 -28 161.7 26 232.6 -22 171.6 -37 78.0 -57 0.8 -99 0.0 -100 0.0 -100
2016 23.2 59 0.3 -97 11.6 34 0.0 -100 5.8 -68 85.3 -33 399.2 34 296.2 9 463.2 157 119.7 123 0.0 -100 0.0 -100
