YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 4.9 -55 0.0 -100 0.1 -99 11.7 -25 3.0 -88 89.6 -42 364.0 41 267.8 18 197.8 21 68.6 -20 39.0 88 0.0 -100
2013 5.0 -54 44.8 700 0.0 -100 17.0 8 18.0 -25 255.6 67 497.6 93 188.2 -17 131.8 -19 260.4 203 9.0 -57 0.3 -95
2014 0.0 -100 2.4 -57 66.7 518 9.1 -42 66.1 175 84.9 -45 169.3 -34 195.1 -14 122.5 -25 12.1 -86 4.1 -80 0.8 -86
2015 31.9 195 0.0 -100 38.8 259 53.6 241 16.2 -33 209.6 37 92.2 -64 142.5 -37 212.5 30 13.3 -84 0.0 -100 0.4 -93
2016 0.3 -97 0.0 -100 27.5 155 13.0 -17 58.7 145 182.6 19 321.2 25 159.9 -29 352.4 116 89.8 4 0.0 -100 0.0 -100
