YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 11.4 7 0.0 -100 7.6 13 0.0 -100 0.0 -100 40.0 -64 204.4 -30 141.5 -46 261.8 60 10.6 -75 0.0 -100 0.0 -100
2013 0.1 -99 32.2 279 1.9 -72 16.6 213 2.4 -88 133.7 21 146.9 -50 193.0 -26 101.5 -38 158.2 280 0.0 -100 0.0 -100
2014 25.6 139 30.0 253 14.5 116 1.4 -74 44.9 122 63.1 -43 195.6 -33 181.8 -30 124.9 -24 48.0 15 0.0 -100 0.1 -96
2015 14.9 39 0.7 -92 16.8 150 25.6 383 35.1 74 105.0 -5 143.1 -51 220.2 -15 31.0 -81 9.9 -76 0.0 -100 0.0 -100
2016 3.5 -67 0.0 -100 3.2 -52 0.0 -100 61.1 202 48.3 -56 303.4 4 136.1 -48 278.7 70 37.7 -9 0.0 -100 0.0 -100
