YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 109.0 -65 137.0 -63 165.0 -25 10.0 -96 124.0 118 0.0 -100
2013 0.0 -100 0.0 -100 8.0 -93 31.0 -71 1.0 -99 106.0 -55 0.0 -100 0.0 -100
2014 0.0 -100 21.0 -58 26.0 -77 5.0 -95 105.0 -34
2015
2016
