YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 7.5 -54 1.0 -94 1.0 -93 15.3 72 4.0 -79 9.0 -85 96.7 -56 268.0 9 80.7 -27 8.5 -59 2.5 -55 11.7 36
2013 37.0 126 111.0 581 2.0 -87 4.3 -52 1.5 -92 149.2 149 181.0 -18 174.3 -29 64.2 -42 28.5 39 0.0 -100 0.0 -100
2014 21.5 31 31.5 93 17.5 14 0.0 -100 10.5 -46 34.3 -43 37.0 -83 36.3 -85 33.0 -70 0.3 -99 0.0 -100 0.0 -100
2015 10.2 -38 0.0 -100 110.0 619 8.0 -10 1.5 -92 54.8 -8 257.8 17 204.5 -17 7.7 -93 0.0 -100 1.0 -82 0.0 -100
2016 0.0 -100 1.5 -91 9.5 -38 0.0 -100 15.5 -20 51.0 -15 263.0 19 78.0 -68 42.0 -62 0.0 -100 0.0 -100 0.0 -100
