YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 4.0 -84 1.5 -94 0.0 -100 0.6 -97 0.0 -100 0.0 -100 0.0 -100 0.4 -98 5.2 -40 0.0 -100 0.0 -100 17.2 -16
2013 3.8 -85 14.2 -45 0.0 -100 0.0 -100 5.2 -76 0.0 -100 0.0 -100 2.0 -92 0.0 -100 0.0 -100 0.0 -100 0.0 -100
2014 2.0 -92 0.0 -100 0.0 -100 0.0 -100 0.0 -100 0.0 -100 0.0 -100 0.0 -100
2015
2016
