YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 28.5 97 0.0 -100 0.0 -100 3.7 0 5.2 -37 34.0 -53 317.4 23 349.0 20 112.9 -34 0.0 -100 0.0 -100 0.0 -100
2013 7.7 -47 69.7 710 0.5 -91 2.8 -24 0.5 -94 193.3 169 226.7 -12 397.3 37 24.9 -85 81.3 96 2.0 -61 20.7 152
2014 49.7 242 44.4 416 5.8 5 10.5 184 1.4 -83 21.1 -71 198.3 -23 207.3 -28 135.6 -21 0.1 -99 0.0 -100 38.2 366
2015 36.5 151 5.8 -33 117.9 2043 5.3 43 17.7 115 62.3 -13 369.8 43 159.8 -45 48.3 -72 34.6 -17 0.0 -100 3.3 -60
2016 6.1 -58 0.0 -100 9.6 75 0.0 -100 60.8 641 100.2 40 243.6 -6 180.9 -38 3.4 -98 27.4 -34 0.0 -100 0.0 -100
