YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2014 18.0 -12 24.0 -43 8.0 -92 10.0 -93
2015 111.0 -13 0.0 -100 20.0 21
2016 25.0 23 26.0 -38 52.0 -46 35.0 -76 19.0 -94 325.0 -22 412.0 -17 225.0 -53 393.0 41 109.0 -15 128.0 130 6.0 -64
