YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 0.0 -100 0.0 -100 7.0 -96 16.0 -95 580.0 18 592.0 24 560.0 45 217.0 -34 222.0 43 6.0 -63 2.0 -79
2013 0.0 -100 6.0 -44 2.0 -96 73.0 -60 267.0 -24 30.0 -94 36.0 -92 34.0 -91 338.0 3 124.0 -20 0.0 -100 7.0 -26
2014 0.0 -100 11.0 3 0.0 -100 46.0 -75 58.0 -83 571.0 16 369.0 -23 411.0 7 800.0 144 18.0 -88 0.0 -100 0.0 -100
2015 3.0 -56 20.0 87 601.0 22 646.0 36 313.0 -19 0 0 0 4.0 -57
2016 14.0 106 38.0 -22 71.0 -61 80.0 -77 258.0 66 1.0 -94 32.0 240
