YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 0.0 -100 0.0 -100 0.0 -100 0.0 -100 0.0 -100 25.1 -82 227.0 -25 266.5 10 206.8 42 7.8 -79
2013 4.0 40000 0.0 -100 3.8 153 0.0 -100 156.9 14 428.2 42 258.7 6 438.8 200 61.5 65 0.0 -100
2014 6.0 500 2.6 26000 3.0 900 0.0 -100 0.2 -98 10.6 -92 283.9 -6 143.6 -41 139.6 -4 13.0 -65 8.1 -24 1.6 -33
2015 160.0 16 290.1 -4 31.5 -87 222.2 52 3.1 -92 1.0 -91 0.0 -100
2016 0.0 -100 0.0 -100 1.9 533 0.0 -100 0.4 -96 51.3 -63 258.4 -14 224.8 -8 162.6 11 60.4 62 0.0 -100
