YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2014 11.0 -67 63.2 -54 120.2 -38 342.1 26 488.4 79 586.5 231 335.9 230 24.8 -60 0.0 -100
2015 0 0 29.0 -40 344.0 149 239.0 23 237.1 -13 301.4 10 326.2 84 0 0 6.0 -70 56.0 647
2016 25.0 91 14.0 -58 325.4 83
