YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 1.0 -85 0.0 -100 0.0 -100 61.3 38 63.1 -22 14.3 -48 34.7 -11 60.9 6 75.1 -29 179.1 13 49.1 -56 6.1 -87
2013 0.0 -100 33.1 248 0.9 -95 43.5 -2 37.4 -54 55.3 101 6.4 -84 83.2 44 88.2 -17 135.7 -15 58.6 -47 15.7 -65
2014 0.0 -100 0.0 -100 2.0 -88 3.9 -91 74.9 -8 26.5 -4 35.6 -8 92.7 61 131.5 24 328.2 107 48.4 -56 19.2 -58
2016 0.0 -100 0.0 -100 0.3 -99 14.4 -68 45.1 -44 49.7 81 65.0 67 41.6 -28 18.1 -83 34.1 -79 14.0 -87 26.8 -41
