YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 0.0 -100 85.2 -57 323.4 -12 100.5 -73 217.4 -33 242.9 10 179.4 15
2013 0.0 -100 15.8 -47 39.0 -18 309.0 -16 343.3 5 121.0 -45 112.0 -28 0.0 -100 0.0 -100
2014 0.0 -100 36.5 22 23.0 -52 29.0 -77 128.5 -35 204.0 -45 102.4 -72 251.5 -23 121.0 -45 27.7 -82 0.0 -100 0.0 -100
2015 18.1 36 2.5 -92 4.0 -92 193.5 55 69.0 -65 161.0 -56 257.2 -30 308.0 -6 123.0 -44 0 0 0
2016
