YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 26.0 -73 10.0 -91 53.0 -43 123.0 -40 78.0 -71 181.0 -36 129.0 -48 109.0 -60 219.0 14 43.0 -45 17.6 -64 0.0 -100
2013 0.0 -100 109.6 19 61.0 -70 78.0 -71 26.2 -91 34.2 -86 102.6 -62 15.0 -45
2014 9.0 -91
2015 0 0
2016
