YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 139.0 0 177.0 43 77.0 -51 197.5 99 59.5 -15 12.5 -89 171.0 -50 530.0 177 361.0 234 25.0 -9 30.0 -26 47.0 -15
2013 45.0 -68 299.0 141 30.0 -81 104.0 5 0.0 -100 185.5 59 243.7 -29 60.3 -69 61.5 -43 28.9 5 0.0 -100 0.2 -99
2014 0.8 -99 3.0 -98 3.0 -98 0.0 -100 53.2 -24 9.9 -92 39.0 -89 44.5 -77 42.9 -60 32.6 19 17.1 -58 0.0 -100
2015
2016
