YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 6.0 -53 12.0 -41 2.7 -95 130.7 -34 145.1 -64 797.9 41 370.9 -26 109.9 -67 317.8 4 144.5 -8 0.0 -100 0.0 -100
2013 0.0 -100 11.8 -42 22.2 -57 242.9 24 531.2 33 467.1 -18 208.5 -59 234.4 -30 197.1 -35 94.6 -40 2.0 -91 0.0 -100
2014 0.0 -100 22.3 9 44.9 -12 44.5 -77 422.1 6 330.2 -42 346.9 -31 318.3 -5 517.5 70 21.0 -87 0.0 -100 0.2 -96
2015 21.0 66 2.6 -88 53.0 4 180.0 -8 581.4 45 1040.5 83 236.2 -53 674.1 101 231.3 -24 47.2 -70 1.8 -92 32.7 529
2016 4.5 -65 0.5 -98 106.1 108 313.0 59 444.7 11 329.3 -42 631.2 26 188.1 -44 281.6 -8 137.9 -13 0.1 -99 0.8 -86
