YEAR JAN FEB MAR APR MAY JUN JUL AUG SEPT OCT NOV DEC
R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP R/F %DEP
2012 8.2 -33 0.0 -100 13.0 -77 113.0 26 78.9 -51 396.0 28 360.0 -1 336.4 -11 201.5 -22 80.9 -38 21.7 -32 0.0 -100
2013 0.0 -100 1.7 -94 33.5 -40 91.2 2 160.6 -1 94.9 -69 269.2 -26 283.5 -25 181.5 -30 190.6 46 0.0 -100 0.0 -100
2014 0.0 -100 28.0 -3 33.0 -41 52.6 -41 107.2 -34 110.0 -64 195.0 -47 342.4 -9 201.1 -22 79.7 -39 0.0 -100 0.0 -100
2015 41.0 233 23.8 -17 73.2 31 153.8 71 90.2 -44 135.0 -56 214.0 -43 117.4 -55 4.8 -85 5.2 -15
2016 21.8 77 2.0 -93 25.0 -55 91.9 2 188.3 16 333.8 8 324.0 -11 124.7 -67 137.0 -47 74.1 -43 67.4 112 6.4 5
