year,price
2017-03-21,2657.5
2017-03-22,2681.4285714285716
2017-03-23,2769.0
2017-03-24,2731.4444444444443
2017-03-25,2753.5714285714284
2017-03-27,2920.0
2017-03-28,2900.0
2017-03-29,2875.0
2017-03-30,2900.0
2017-03-31,2825.0
2017-04-01,2714.0
2017-04-03,2743.875
2017-04-04,2737.8571428571427
2017-04-05,2775.0
2017-04-06,2685.0
2017-04-07,2731.785714285714
2017-04-08,2730.8333333333335
2017-04-10,2744.714285714286
2017-04-11,2720.6
2017-04-12,2691.8571428571427
2017-04-13,2707.1666666666665
2017-04-14,2703.3333333333335
2017-04-15,2666.6666666666665
2017-04-17,2650.25
2017-04-18,2630.0
2017-04-19,2683.125
2017-04-20,2637.5
2017-04-21,2697.1428571428573
2017-04-22,2700.8333333333335
2017-04-24,2706.25
2017-04-25,2687.8571428571427
2017-04-26,2665.5555555555557
2017-04-27,2540.0
2017-04-28,2602.0
2017-04-29,2594.285714285714
2017-05-01,2716.0
2017-05-02,2678.4
2017-05-03,2686.0
2017-05-04,2508.0
2017-05-05,2682.0
2017-05-06,2640.6
2017-05-08,2743.3333333333335
2017-05-09,2672.5
2017-05-10,2563.0
2017-05-11,2696.1666666666665
2017-05-12,2787.5
2017-05-13,2731.6666666666665
2017-05-15,2608.5714285714284
2017-05-16,2640.8333333333335
2017-05-17,2492.0
2017-05-18,2552.1666666666665
2017-05-19,2575.0
2017-05-20,2571.0
2017-05-22,2555.0
2017-05-23,2505.8333333333335
2017-05-24,2483.75
2017-05-25,2630.0
2017-05-26,2514.714285714286
2017-05-27,2493.3333333333335
2017-05-29,2377.5
2017-05-30,2446.6666666666665
2017-05-31,2438.8333333333335
2017-06-01,2439.1666666666665
2017-06-02,2428.3333333333335
2017-06-03,2576.6666666666665
2017-06-05,2630.0
2017-06-06,2421.0
2017-06-07,2373.0
2017-06-08,2514.0
2017-06-09,2982.5
2017-06-10,2493.3333333333335
2017-06-12,2553.6666666666665
2017-06-13,2476.3333333333335
2017-06-14,2500.8333333333335
2017-06-15,2569.0
2017-06-16,2533.3333333333335
2017-06-17,2485.0
2017-06-19,2494.5714285714284
2017-06-20,2553.75
2017-06-21,2600.0
2017-06-22,2475.0
