,0
0,2085.405681378075
1,2045.4392331838608
2,2070.927696362138
3,2014.8274306356907
4,2044.0204249024391
5,1965.4802060822647
6,1996.5631608068943
7,2003.7805535510183
8,2026.0027106304965
9,1976.5587898989518
10,2023.9525235990682
11,1969.9267720537525
12,2022.1148637533188
13,1953.1202024320762
14,2076.457666993141
15,2070.849978129069
16,2023.7201135158539
17,2067.234906345606
18,2078.9069918602704
19,2238.6642282009125
20,2204.2818404734135
21,2249.4774634718897
22,2260.9965138494968
23,2177.8639258146286
24,2218.127281367779
25,2172.9023171961308
26,2172.2099237143993
27,2181.876037756602
28,2185.9053593575954
29,2166.7988732953863
30,2189.107777327299
31,2201.572175502777
32,2129.193697309494
33,2182.1697716861963
34,2202.5737474262714
35,2119.954068303108
36,2186.7668460309505
37,2217.747181393206
38,2201.1079113185406
39,2286.7030373091497
40,2301.1067494750023
41,2348.8634829819202
42,2374.9165113568306
43,2239.8180648485823
44,2284.512493982911
45,2269.2930839955807
46,2289.397150605917
47,2321.6344217956066
48,2252.0114748477936
49,2300.178003658851
50,2184.2242175340652
51,2277.3076189415797
52,2096.4593015909195
53,2079.538739323616
54,2128.3602771162987
55,2159.640423864126
56,2322.5859449307122
57,2061.087122797966
58,2181.5279667576156
59,2007.4312921365101
60,2091.29856283466
61,2112.293329834938
62,2305.417245030403
63,2393.9245546877382
64,2440.487720966339
65,2474.9711664021015
66,2648.035889863968
67,2586.802833030621
68,2666.5999438762665
69,2449.15467441082
70,2568.8051506876945
71,2171.2642418146133
72,2084.849500656128
73,2252.999499440193
74,2279.893741329511
75,2371.9008593559265
76,2260.087852716446
77,2049.95721578598
78,1973.5407624393702
79,2126.0939836502075
80,2216.0027700662613
81,2354.8558908700943
82,2511.915191978216
83,2830.487996339798
84,2752.064783126116
85,2881.2855229377747
86,2908.3741945028305
87,2914.5838516652584
88,2897.4993652403355
89,2943.0316453799605
90,3048.160830885172
91,3176.520973443985
92,3398.0859315395355
93,3387.2000202536583
94,3370.2966451644897
95,3180.500395298004
96,3083.4455420672894
97,2861.806493997574
98,2900.0689163804054
99,2919.7886269390583
100,2917.658077016473
101,2344.5092141628265
102,2232.7807545661926
103,1683.1564903259277
104,1004.9394518136978
105,2665.4715836048126
106,2166.9987839460373
107,2238.6241183280945
108,2384.8106801509857
109,2591.433149576187
110,2831.345856189728
111,2530.791789293289
112,2677.109643816948
113,2676.6852751374245
114,2749.108962714672
115,2139.6619081497192
116,2027.9400050640106
117,1602.4099811911583
118,2020.0936555862427
119,2132.511752843857
120,2452.5773376226425
121,2085.1722787618637
122,1897.2207605838776
123,1704.3949663639069
124,1212.378665804863
125,657.6839834451675
126,174.59984868764877
127,1219.3952679634094
128,1450.7082402706146
129,1878.615689277649
130,2315.767765045166
131,1421.4631915092468
132,1405.3386449813843
133,1069.7593539953232
134,1507.6125383377075
135,408.8536649942398
136,1782.0873260498047
137,3484.187835454941
138,825.1338452100754
139,823.6110210418701
140,1542.0882523059845
141,1951.323047876358
142,2292.52228140831
143,1474.6958017349243
144,1966.6852748394012
145,982.0327162742615
146,1740.7501051425934
147,1645.9698775609336
148,2544.6446776390076
149,2997.637573480606
150,3378.5542236566544
151,3535.1841018597283
152,3723.0445147554083
153,3898.0569484829903
154,3681.312882900238
155,3593.865516781807
156,3908.289313316345
157,4163.241326808929
158,3970.707745850086
159,4102.322349101305
160,4386.714115738869
161,4290.666730292141
162,4550.683614611626
163,4458.030709475279
164,4451.945909112692
165,4291.7554676532745
166,4200.471862703562
167,4102.450293302536
168,3597.0722794532776
169,3370.996117591858
170,2902.9213428497314
171,2420.0917333364487
172,2551.6818063259125
173,2666.3264976739883
174,2669.665479660034
175,2770.977607369423
176,2985.131151199341
177,3130.242512822151
178,3243.0800112485886
179,2940.3836179971695
180,3068.1404531002045
181,3172.9447745084763
182,3254.83467066288
183,3398.446908593178
184,3489.2467902600765
185,3291.608089764913
186,3421.53633916378
187,3473.0172842741013
188,2559.64994430542
189,2834.708200573921
190,2982.530510902405
191,3167.418182015419
192,3112.5572821497917
193,3210.7589595615864
194,3432.9256772994995
195,3573.9178059101105
196,3796.529965202014
197,3887.203560272853
198,4131.3060492277145
199,4215.146952152252
200,4375.169289112091
201,3294.5507764816284
202,3456.4608466625214
203,3424.0315684080124
204,3328.1489038467407
205,3458.6944514513016
206,3722.1683472394943
207,3845.793727040291
208,3902.1807488799095
209,4120.164600014687
210,4251.836624741554
211,4372.602191567421
212,4443.951677903533
213,4470.997365996242
214,4414.58854675293
215,4386.724850982428
216,4347.005179032683
217,4331.677815467119
218,4320.281911879778
219,4336.618137314916
220,4365.110531896353
221,4333.055254131556
222,4294.503720849752
223,4289.0901028215885
224,4236.313621461391
225,4195.259440392256
226,4149.564208090305
227,4066.7907609045506
228,4003.1773142516613
229,4057.653623998165
230,4028.976884111762
231,4019.457510918379
232,4065.7337395101786
233,4131.200931280851
234,4136.966577172279
235,4100.82519296805
236,3870.2870428562164
237,3806.487785279751
238,3800.321951985359
239,3822.272615134716
240,3850.182993710041
241,3934.0741019546986
242,3956.88400529325
243,3959.6467719972134
244,4257.383123040199
245,4088.9546059072018
246,4134.008390307426
247,4064.730851650238
248,4025.5959145724773
249,3909.708544611931
250,3853.478541225195
251,3799.3085466325283
252,3743.1690342724323
253,3592.7062779664993
254,3527.7181833982468
255,3447.301349788904
256,3409.6535250395536
257,3374.996973723173
258,3364.3736411631107
259,3374.8005249351263
260,3402.617782726884
261,3418.0655376911163
262,3446.811479628086
263,3462.7677224576473
264,3480.590664446354
265,3479.8302866518497
266,3524.767872005701
267,3507.1617510914803
268,3519.1838912665844
269,3502.1204628050327
270,3486.975650638342
271,3471.113371402025
272,3422.5864826738834
273,3394.1183663904667
274,3369.241646250089
275,3343.7860015034676
276,3332.266000211239
277,3318.045495092869
278,3337.909395545721
279,3322.072947025299
280,3321.8358169794083
281,3333.4874899983406
282,3328.2007871866226
283,3397.50137578696
284,3390.98653909564
285,3395.2762611210346
286,3400.9351308246455
287,3396.5178820490837
288,3400.271769285202
289,3390.5260793864727
290,3382.211133092642
291,3384.314969062805
292,3376.0903373360634
293,3349.608912497759
294,3354.667478054762
295,3331.989928752184
296,3315.235039204359
297,3318.3519172668457
298,3325.6689108908176
299,3311.637465506792
300,3306.900857001543
301,3510.771408677101
302,3359.913889527321
303,3384.327447414398
304,3367.334304302931
305,3299.244800209999
306,3244.0701537132263
307,3207.9307610094547
308,3171.087137043476
309,3133.0848728120327
310,3108.8942091166973
311,3064.2697044312954
312,3046.223873645067
313,3016.294494956732
314,2974.0109254419804
315,2937.7610160410404
316,2973.091234177351
317,2920.2817441523075
318,2983.01574960351
319,2951.2549932301044
320,2953.002465814352
321,2945.1838333904743
322,2931.6189067065716
323,2918.5514180362225
324,2951.895264983177
325,2956.8061776459217
326,2974.3737745285034
327,2988.61054033041
328,3004.373161494732
329,3069.3369772285223
330,3023.9959478378296
331,3014.566817879677
332,2955.03593981266
333,2930.9870906174183
334,2933.711204305291
335,2964.7600948810577
336,3003.8169138133526
337,3026.5104860067368
338,3024.126697331667
339,3013.1914138793945
340,3040.290494263172
341,3014.8439176380634
342,3003.885464578867
343,2988.092243641615
344,2947.4639815092087
345,2949.2074216902256
346,2909.828913062811
347,2913.7939144670963
348,2933.4684769809246
349,2952.9857588410378
350,2944.654299467802
351,2956.826356381178
352,2950.30257537961
353,2932.93494656682
354,2937.754748016596
355,2917.615235596895
356,2894.5393494665623
357,2803.6429584026337
358,2794.028001278639
359,2795.5440498888493
360,2858.5565201938152
361,2858.547657728195
362,4631.317526102066
363,3952.024182677269
