,0
0,11016.968049017092
1,10916.720605380484
2,10870.855562267101
3,10863.601230807602
4,10766.294805591719
5,10738.254874616861
6,10647.97012449532
7,10670.550398840436
8,10510.008477843483
9,10443.63962606941
10,10481.327214740217
11,10469.698515340686
12,10309.858161881566
13,10316.270254954281
14,10411.10211039707
15,10594.142220743
16,10855.015219109753
17,10766.453999235693
18,10766.283181257546
19,10682.724204832222
20,10721.860320258886
21,10679.733155362308
22,10775.498863495886
23,10846.596290378699
24,10999.672061264515
25,10972.284984085294
26,10897.080637164414
27,10883.40316098556
28,11001.735101729098
29,10943.038462774208
30,10984.290836029093
31,11031.014495212585
32,11035.728285875171
33,10932.214454519562
34,10977.048011651055
35,10932.893229074156
36,10856.015501183458
37,10954.014633761002
38,10801.829619392753
39,10749.61256874539
40,10641.968429088593
41,10598.260909408331
42,10446.388997554779
43,10325.98592975142
44,10258.47468579933
45,10320.072961114347
46,10243.134321471056
47,10097.019510509446
48,10297.703868560493
49,10782.226684028903
50,10574.051499467343
51,10497.603752992514
52,10426.577936988324
53,11023.088123962283
54,10440.219183713198
55,10927.345580339432
56,11038.88235450536
57,10936.957467406988
58,11060.79749175782
59,10931.92668645829
60,10864.997665912178
61,10737.82292176038
62,10589.670772131
63,10334.443325353126
64,10061.690566375852
65,9948.138852085918
66,9726.421465539966
67,9492.309574344128
68,9377.369691982865
69,9423.97848828882
70,9880.857094697654
71,9623.85112661682
72,9847.26445095241
73,9746.877926275134
74,9681.459907149896
75,9596.768027699552
76,9608.241140309721
77,9518.61946756579
78,9507.153724020967
79,9580.02448983863
80,9549.169722095132
81,9872.372985467315
82,9463.68439771235
83,10026.983470737934
84,10252.733603754392
85,10253.147393944362
86,10199.249043436323
87,10198.474512912333
88,10131.165538615236
89,10081.864242330194
90,10083.430039532483
91,9838.179090291262
92,9796.101187467575
93,9709.33534449546
94,9162.960649875302
95,8966.239672415786
96,8465.006674813107
97,8402.948773561891
98,8276.313045996108
99,8542.643742911518
100,8566.650871108879
101,8488.244091214347
102,8698.798526637256
103,8446.113576095551
104,8468.91174860468
105,8616.158990181983
106,8520.579986417932
107,8697.336233803795
108,8710.448929806551
109,8653.700814243406
110,8710.77538644274
111,8968.51906244031
112,9663.611917831004
113,9331.836698075134
114,9350.693546754123
115,9246.464330043644
116,9115.398264716068
117,9116.527669706515
118,8946.580791573972
119,8691.949231170118
120,8290.21080786507
121,8364.02415269489
122,8190.043644744903
123,8194.264531144252
124,7964.611548662186
125,8283.046514465577
126,8183.783446291462
127,8155.859664870799
128,8094.087188819423
129,8190.922045918802
130,8543.686484741667
131,8869.24433953315
132,9087.713073886931
133,9062.504156969488
134,8966.46751608327
135,8953.305841383337
136,8801.3923443478
137,8641.679440492933
138,8524.64777610451
139,8467.30914542079
140,8281.68368840321
141,8137.481975135766
142,8224.615467589349
143,8340.249585672385
144,8244.904249288888
145,8109.3309555469705
146,8240.264183335006
147,8609.455148041248
148,8559.135821790567
149,8659.693312192601
150,8954.858972230128
151,8829.366672783292
152,8768.650743456557
153,8827.177016669264
154,8842.635313242141
155,8772.26096551586
156,8807.750147234648
157,8797.679698109627
158,8712.993035151623
159,8664.310870617628
160,8552.385740459897
161,8382.987278555313
162,8225.66556041548
163,8235.945792736858
164,8192.918924535314
165,8131.434118950119
166,7972.084570236504
167,7868.011997475081
168,7698.791424418334
169,7531.1697876583785
170,7353.480308219325
171,7147.865617557545
172,7288.4644669046
173,7123.837396560858
174,7146.788686934859
175,7186.984516073018
176,7089.926114060606
177,7148.199592381184
178,7028.189405063167
179,7120.24437035703
180,7043.60223096485
181,6955.928796927186
182,7109.494019836187
183,6935.5112371395035
184,7112.200885668397
185,7320.271186687052
186,7175.3732527122065
187,7125.952478177224
188,7075.5531281121075
189,7514.742882601917
190,7343.842036465649
191,7402.159180205993
192,7396.681888006628
193,7370.129996998236
194,7376.753344928225
195,7293.269008901074
196,7225.579353690147
197,7106.366891301237
198,6945.8255471975235
199,6831.284890156239
200,6703.113783728331
201,6543.827956848933
202,6414.075850379387
203,6537.038068977495
204,6364.487917217426
205,6341.4714192301035
206,6377.557622168213
207,6523.135940186679
208,6356.908293992087
209,6667.071830444038
210,6863.21342548728
211,6713.050241550935
212,6679.267364271399
213,6631.495093722269
214,6570.209441805258
215,6466.635213727442
216,6487.553628336638
217,6382.638331073336
218,6312.588819747377
219,6671.278710975179
220,6572.49269826507
221,6579.24360454455
222,6472.909020084329
223,6499.947159336613
224,6488.555412306968
225,6609.458394614358
226,6616.399120092392
227,6584.663176693022
228,6498.776579983067
229,6485.787228281477
230,6495.282067541033
231,6449.010856186971
232,6434.665022602097
233,6387.737630317254
234,6389.977764688432
235,6281.343443166581
236,6249.638954244554
237,6380.730550929904
238,6236.10633532342
239,6227.805261608213
240,6180.087340164102
241,6120.545862995088
242,6091.900355786085
243,6179.24215913564
244,6258.151898631205
245,6208.267135479798
246,6449.895665220916
247,6582.4991325934725
248,6576.524037994444
249,6513.509178297594
250,6528.973978689739
251,6513.325449515666
252,6554.34038228382
253,6430.715097519968
254,6354.195095347241
255,6285.846550729126
256,6215.942912219092
257,6194.397379301488
258,6163.874106866618
259,6119.543148951871
260,6164.590688362718
261,6044.820728564325
262,6345.7455091228085
263,6292.041361318901
264,6249.464161019772
265,6201.668578613283
266,6171.757369734347
267,6080.485193054502
268,6106.6380775123835
269,6134.300993189216
270,6128.82384653762
271,6064.980512602255
272,6059.715438897589
273,6051.438309151679
274,6100.0492930449545
275,6158.224899084204
276,6172.979247320443
277,6142.961359702051
278,6120.08071241494
279,6066.833522023633
280,6088.244996141642
281,6152.800517611206
282,6152.2002521882005
283,6240.548646676044
284,6235.729649737477
285,6144.790355147484
286,6100.137623729184
287,6074.219212632626
288,6071.539723208795
289,6050.266148608178
