,0
0,3799.912430346012
1,4026.4445669949055
2,3473.7060888670385
3,3205.105263262987
4,3148.650267906487
5,3296.7578610405326
6,3007.3798490688205
7,2816.31654817611
8,2782.314251177013
9,2545.0976610183716
10,3741.4821930229664
11,4020.563657581806
12,4503.877790272236
13,4060.0879182964563
14,4402.261697500944
15,4386.907418515533
16,3906.8624379113317
17,3553.616520948708
18,3334.8973973467946
19,3374.669119529426
20,3317.5777457654476
21,3342.213603295386
22,3471.1545353755355
23,3484.307554550469
24,3381.1569375917315
25,3409.006240218878
26,3149.039687216282
27,3158.344855904579
28,3195.381943322718
29,3207.53910318017
30,3239.711950160563
31,3229.955908842385
32,3143.4769922867417
33,3010.169775225222
34,2945.831640996039
35,3106.929816007614
36,3183.8188253343105
37,2953.3815799281
38,2759.422380425036
39,3013.47231939435
40,3080.0805144930873
41,3318.209614008665
42,3057.2442954555154
43,2648.0074333027005
44,2533.9008992537856
45,2513.82640581578
46,2747.1356169879436
47,2590.4541792720556
48,2495.6097109243274
49,3205.5105544626713
50,3111.3224497660995
51,2709.219091758132
52,4067.189174890518
53,4073.815949819982
54,3674.1584126154576
55,3542.781334720552
56,3533.2751804217696
57,3337.418642796576
58,3142.141001187265
59,3173.834447003901
60,3082.709801606834
61,2938.0488658323884
62,2806.632902108133
63,5605.9675224125385
64,5382.984589129686
65,4771.274976335466
66,4570.023892819881
67,4401.541267670691
68,4376.625852957368
69,3862.9185118302703
70,3612.347018159926
71,3748.313191898167
72,3619.9768236093223
73,3216.059166289866
74,3079.232253320515
75,2928.2544658482075
76,2724.7184613719583
77,2829.3165383711457
78,2767.6290156319737
79,2686.2247647866607
80,2924.0344300568104
81,3053.2052324712276
82,4070.236624032259
83,3693.1109517142177
84,4276.3059720397
85,4184.704299457371
86,4745.788491666317
87,5541.99942573905
88,5716.258881986141
89,5486.645191349089
90,6031.983362883329
91,5752.3430860340595
92,5143.800796940923
93,4906.856180280447
94,4748.615530692041
95,6293.345542252064
96,6460.407880954444
97,6574.609466791153
98,6763.177970051765
99,6380.448376312852
100,6145.190072022378
101,6060.895666241646
102,6707.821571081877
103,7496.131154149771
104,7328.975074552
105,7099.248862452805
106,7037.929394133389
107,6881.873803026974
108,6879.218644313514
109,6606.139676086605
110,6388.28747253865
111,6733.12117010355
112,6509.389818198979
113,5960.597823284566
114,5543.619686271995
115,6344.994806051254
116,6368.028372339904
117,6039.777201600373
118,5924.847134463489
119,6149.402210116386
120,6002.160889059305
121,5488.698403257877
122,5402.483741603792
123,5266.083841584623
124,5203.199916668236
125,5370.953148640692
126,5369.558947719634
127,5070.991943217814
128,4880.660172216594
129,5381.885192394257
130,5222.357199154794
131,4988.667489401996
132,4804.077103547752
133,5141.860720813274
134,5411.5351639688015
135,5094.063503332436
136,5358.216586560011
137,5379.328827249507
138,5226.69604960829
139,5235.541612766683
140,5318.954618871212
141,5511.253576874733
142,5739.900451004505
143,5499.32299811393
144,5069.297908805311
145,5520.664100646973
146,5316.050574183464
147,4849.631833471358
148,5568.338330835104
149,5911.365859210491
150,5668.621701784432
151,5315.878929570317
152,5878.04144397378
153,6109.762827306986
154,5927.267081849277
155,5472.086009755731
156,6063.908336311579
157,6569.35268919915
158,6581.096158921719
159,6629.898837022483
160,6241.974861174822
161,5584.812558982521
162,6061.171364784241
163,5949.224876612425
164,6591.287797391415
165,7276.630015857518
166,7064.922876358032
167,6069.036098569632
168,6631.057386659086
169,7163.551381230354
170,7060.447750799358
171,6800.027179345489
172,6504.648964479566
173,6850.903956592083
174,7066.078300215304
175,7037.422182224691
176,7111.6461507976055
177,7070.880640484393
178,6537.341051548719
179,6256.857952289283
180,6841.353704594076
181,6898.644424416125
182,6898.2727048918605
183,6897.304976172745
184,6879.203821904957
185,6949.933948367834
186,6907.39339645952
187,6855.85604775697
188,6849.659560061991
189,6927.73109972477
190,6971.150542795658
191,7016.679436713457
192,7004.793342202902
193,6930.470201559365
194,6960.480355471373
195,7058.427034318447
196,6623.528750985861
197,6787.416536360979
198,7774.926753342152
199,7908.862471580505
200,7676.752255856991
201,7692.529832571745
202,8607.181466557086
203,8773.265777342021
