year,price
0,1336.986686493829
1,1338.332948886124
2,1343.415375170644
3,1347.591155371939
4,1349.248288170408
5,1344.4912174072117
6,1340.3368720244616
7,1340.8637527611106
8,1339.2620468687267
9,1334.338598364645
10,1330.5515393372625
11,1353.374524627626
12,1393.666345302264
13,1399.4481358695775
14,1400.6478056805474
15,1401.1170436561108
16,1405.4560542751103
17,1407.8022166174437
18,1419.8729843247681
19,1404.7689009334892
20,1389.6791107074666
21,1402.2430892625025
22,1394.5337221487116
23,1396.1553861224402
24,1398.834215231364
25,1415.4234298740823
26,1413.55203847227
27,1404.9856260638685
28,1393.4068956952542
29,1387.4777695036184
30,1394.8193306850892
31,1394.222197513655
32,1392.739089974761
33,1386.0092736364652
34,1385.501814000681
35,1385.6992375798523
36,1385.655232237652
37,1385.5841863900423
38,1393.1649812683463
39,1391.1944814357907
40,1389.252002801622
41,1368.493751459817
42,1371.44663145716
43,1371.2798998669202
44,1370.8167836595326
45,1327.9160811170937
46,1322.5154415228715
47,1321.2564672987908
48,1320.5405724156649
49,1318.7713678880284
50,1318.3303982239217
51,1331.1782636031508
52,1338.576495385915
53,1325.099608049666
54,1336.6616344712675
55,1349.360808639601
56,1335.933575763926
57,1337.9310157105326
58,1329.8949929963796
59,1322.0587288429163
60,1328.356924772635
61,1334.3170917395503
62,1337.599078955998
63,1339.5813319911558
64,1340.5086057152598
65,1333.9884933058172
66,1335.990480074659
67,1333.9821039132241
68,1321.485692417249
69,1330.3185288757086
70,1345.6300960431497
71,1328.9528280640643
72,1330.7644352211307
73,1333.368882126982
74,1341.9414878687512
75,1355.2979961290955
76,1347.686253894493
77,1354.9519689465562
78,1353.3904985507152
79,1361.054573014751
80,1331.156179849307
81,1340.2489337212096
82,1348.3612951755524
83,1344.3461742720258
84,1341.2237160338711
85,1353.1200137089938
86,1355.811176353569
87,1348.0488586506497
88,1325.4937440474118
89,1326.7853116266842
90,1330.9573082055897
91,1341.5359688449118
92,1353.0247439625364
93,1341.1931886252016
94,1339.427121374756
95,1341.0725195948035
96,1338.3514928471297
97,1347.1464239032673
98,1356.6738648466765
99,1363.2728023021348
100,1368.4252710863948
101,1350.9420414894819
102,1353.8482134738672
103,1339.5996277918005
104,1342.6357080746443
105,1350.1640336953103
106,1343.3637910764664
107,1341.6569330263883
108,1350.6697737918132
109,1332.0448414471414
110,1327.886927073656
111,1334.3330470565706
112,1330.5935268096214
113,1335.2242796149105
114,1327.8499231856317
115,1331.126099859799
116,1328.4197734067047
117,1325.816653623556
118,1322.639301181957
119,1320.4716523099692
120,1321.7769359465688
121,1321.11266345419
122,1323.5844312034135
123,1324.2790314259516
124,1323.908585377207
125,1331.8545072251666
126,1325.054826779291
127,1328.726317753338
128,1335.383253914863
129,1332.4768896298217
130,1336.8904561241468
131,1341.4644201756353
132,1315.9849874973297
133,1320.0976334817708
134,1330.6610287758213
135,1340.4229781068861
136,1331.3492784824223
137,1334.9649632196874
138,1337.6130643147976
139,1341.748780395463
140,1346.6272786900402
141,1351.9796602346003
142,1352.9226201549172
143,1340.6060222155104
144,1344.9813481848687
145,1350.1134150461603
146,1353.2660457409918
147,1354.2450648535043
148,1359.7667541132619
149,1358.9096561025829
150,1357.5003341823817
151,1362.906247491638
152,1359.889785514506
153,1362.1508567625035
154,1360.849666238452
155,1356.680156907386
156,1349.3427728984504
157,1351.136231790483
158,1353.901916411519
159,1357.7978054147213
160,1354.4817627859436
161,1352.5079962212592
162,1350.8901376259646
163,1344.2167175184936
164,1345.8606401010106
165,1348.3445510915171
166,1351.2913776223681
167,1348.6335408035666
168,1350.511447928225
169,1348.6213771364341
170,1350.610484192893
171,1353.2857188228518
172,1354.2335689082743
173,1351.1023811274874
174,1346.7644891397406
175,1350.2746274170775
176,1344.6296729747205
177,1345.9020417122792
178,1347.5898421256493
179,1344.3856922756881
180,1353.2240157403053
181,1342.7625266545763
182,1340.552238580957
183,1348.5602747477592
184,1351.979601260647
185,1352.8171430356801
186,1350.2090985738273
187,1346.4758254002782
188,1346.7416257665093
189,1349.7125779028981
190,1291.0218967944384
191,1314.3638735815882
192,1334.2644560258836
193,1339.3558417229603
194,1340.0998511787504
195,1346.864091363762
196,1344.0145119728256
197,1340.105534130956
198,1344.4231162060053
199,1348.2716615498066
200,1372.2944500574044
201,1359.685573337972
202,1350.3538622852416
203,1337.2214722021174
204,1342.2349020183087
205,1346.9107438609003
206,1349.1531993210315
207,1354.6448230080305
208,1357.5898478105664
209,1362.707798665017
210,1356.932543130485
211,1336.8823000833393
212,1338.0742089118808
213,1348.862169130519
214,1368.755479836464
215,1376.836483604248
216,1379.805811355263
217,1370.7815543811769
218,1367.2665474984794
219,1362.7226242240517
220,1354.3568122422587
221,1360.99198532179
222,1374.3532170906662
223,1381.841433380757
224,1390.4776289461445
225,1391.6029198871304
226,1378.0366861786692
227,1361.8012567609549
228,1370.8505233302712
229,1376.3459867539507
230,1378.7748705497634
231,1382.9912689615041
232,1373.0681022039305
233,1377.568905549869
234,1371.355069503809
235,1371.2840983578315
236,1367.3510826628656
237,1356.7881963736068
238,1359.5283269960432
239,1366.0704562306403
240,1360.2323690425605
241,1363.8006393156945
242,1367.5053987700492
243,1369.383964620903
244,1348.238245743513
245,1348.6407096054404
246,1353.1869247812779
247,1356.2814746037125
248,1359.46998552382
249,1368.2138818345964
250,1366.9650472175329
251,1361.0158187080174
252,1360.9088140145477
253,1359.608230039105
254,1365.4971405863762
255,1356.6584655530219
256,1357.062045781687
257,1356.2997991722077
258,1356.539883757702
259,1357.4382950083661
260,1355.8185783073307
261,1361.055488476849
262,1360.2788314472884
263,1359.687459083008
264,1362.901236328938
265,1363.7337186079471
266,1367.0076458942146
267,1359.727227570489
268,1365.709416218847
269,1362.4163026925175
270,1365.0850531689823
271,1373.6268643181238
272,1373.5785810575421
273,1368.9588714759798
274,1370.034693075823
275,1372.4547085377253
276,1369.1647097609405
277,1368.7301177695392
278,1367.090057002877
279,1368.3282235601296
280,1373.7019676636905
281,1373.8412605915219
282,1368.3648793576551
283,1363.47553657288
284,1366.1160879220813
285,1367.8352727990598
286,1368.7445936586707
287,1368.2962540324777
288,1369.5320034053177
289,1371.835025184229
290,1365.6335445355624
291,1369.0594962939622
292,1369.9220895987833
293,1369.6872315441983
294,1375.7361916776745
295,1380.9315143010979
296,1384.257942404598
297,1384.8714130382984
298,1386.1822592612357
299,1388.9349858344842
300,1377.5835122194142
301,1376.4518648874548
